Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Jahmyr Gibbs (40703568),Jahmyr Gibbs,40703568,RB/FLEX,8400,IND@DET 11/11/2025 02:00PM ET,DET,26.05
WR,Ladd McConkey (40703616),Ladd McConkey,40703616,WR/FLEX,8100,LAC@DAL 11/11/2025 12:00PM ET,LAC,20.17
RB,Omarion Hampton (40703570),Omarion Hampton,40703570,RB/FLEX,7600,LAC@DAL 11/11/2025 12:00PM ET,LAC,20.47
QB,Lamar Jackson (40703556),Lamar Jackson,40703556,QB,7400,BAL@TEN 11/11/2025 04:00PM ET,BAL,23.26
RB,Tony Pollard (40703572),Tony Pollard,40703572,RB/FLEX,7300,BAL@TEN 11/11/2025 04:00PM ET,TEN,16.09
RB,Jonathan Taylor (40703574),Jonathan Taylor,40703574,RB/FLEX,7200,IND@DET 11/11/2025 02:00PM ET,IND,14.48
RB,Derrick Henry (40703576),Derrick Henry,40703576,RB/FLEX,7100,BAL@TEN 11/11/2025 04:00PM ET,BAL,13.89
WR,Amon-Ra St. Brown (40703618),Amon-Ra St. Brown,40703618,WR/FLEX,6900,IND@DET 11/11/2025 02:00PM ET,DET,13.62
QB,Justin Herbert (40703557),Justin Herbert,40703557,QB,6600,LAC@DAL 11/11/2025 12:00PM ET,LAC,22.24
QB,Jared Goff (40703558),Jared Goff,40703558,QB,6200,IND@DET 11/11/2025 02:00PM ET,DET,19.35
QB,Dak Prescott (40703559),Dak Prescott,40703559,QB,6100,LAC@DAL 11/11/2025 12:00PM ET,DAL,19.67
WR,CeeDee Lamb (40703620),CeeDee Lamb,40703620,WR/FLEX,6000,LAC@DAL 11/11/2025 12:00PM ET,DAL,11.94
WR,Jameson Williams (40703622),Jameson Williams,40703622,WR/FLEX,5700,IND@DET 11/11/2025 02:00PM ET,DET,13.58
WR,Michael Pittman Jr. (40703624),Michael Pittman Jr.,40703624,WR/FLEX,5400,IND@DET 11/11/2025 02:00PM ET,IND,11.56
QB,Daniel Jones (40703560),Daniel Jones,40703560,QB,5300,IND@DET 11/11/2025 02:00PM ET,IND,19.92
WR,Keenan Allen (40703626),Keenan Allen,40703626,WR/FLEX,5300,LAC@DAL 11/11/2025 12:00PM ET,LAC,12.98
QB,Cam Ward (40703561),Cam Ward,40703561,QB,5200,BAL@TEN 11/11/2025 04:00PM ET,TEN,15.55
WR,Zay Flowers (40703628),Zay Flowers,40703628,WR/FLEX,5200,BAL@TEN 11/11/2025 04:00PM ET,BAL,10.49
WR,George Pickens (40703630),George Pickens,40703630,WR/FLEX,5100,LAC@DAL 11/11/2025 12:00PM ET,DAL,11.9
QB,Will Levis (40703563),Will Levis,40703563,QB,5000,BAL@TEN 11/11/2025 04:00PM ET,TEN,0
QB,Cooper Rush (40703564),Cooper Rush,40703564,QB,5000,BAL@TEN 11/11/2025 04:00PM ET,BAL,0
QB,Anthony Richardson Sr. (40703562),Anthony Richardson Sr.,40703562,QB,5000,IND@DET 11/11/2025 02:00PM ET,IND,0
QB,Kyle Allen (40703567),Kyle Allen,40703567,QB,5000,IND@DET 11/11/2025 02:00PM ET,DET,0
