Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
FLEX,Antonio Gibson (45942930),Antonio Gibson,45942930,FLEX,3700,TBD,,7.5
QB,Baker Mayfield (73626598),Baker Mayfield,73626598,QB,9400,TBD,,19.06
DST,Bears (70978413),Bears,70978413,DST,2000,TBD,CHI,-1.0
DST,Bills (83416517),Bills,83416517,DST,5400,TBD,BUF,11.0
TE,Brenton Strange (14121767),Brenton Strange,14121767,TE/FLEX,6000,TBD,JAX,12.2
WR,Brian Thomas Jr. (47880313),Brian Thomas Jr.,47880313,WR/FLEX,21000,TBD,JAX,42.5
DST,Buccaneers (39593231),Buccaneers,39593231,DST,2000,TBD,,3.0
RB,Bucky Irving (66540852),Bucky Irving,66540852,RB/FLEX,4700,TBD,,9.4
TE,Cade Otton (8992649),Cade Otton,8992649,TE/FLEX,5800,TBD,,11.7
QB,Caleb Williams (84178882),Caleb Williams,84178882,QB,15600,TBD,CHI,31.5
WR,Chris Godwin Jr. (78892786),Chris Godwin Jr.,78892786,WR/FLEX,13500,TBD,,27.2
TE,Cole Kmet (84123356),Cole Kmet,84123356,TE/FLEX,2600,TBD,CHI,5.2
RB,D'Andre Swift (10262940),D'Andre Swift,10262940,RB/FLEX,10000,TBD,CHI,20.3
WR,DJ Moore (92267489),DJ Moore,92267489,WR/FLEX,5900,TBD,CHI,12.0
TE,Dalton Kincaid (57941839),Dalton Kincaid,57941839,TE/FLEX,13900,TBD,BUF,28.0
WR,DeAndre Hopkins (63879338),DeAndre Hopkins,63879338,WR/FLEX,2700,TBD,BAL,5.5
WR,DeMario Douglas (63911060),DeMario Douglas,63911060,WR/FLEX,4000,TBD,,8.1
RB,Derrick Henry (37565374),Derrick Henry,37565374,RB/FLEX,7300,TBD,BAL,14.8
QB,Drake Maye (58104519),Drake Maye,58104519,QB,24500,TBD,,49.54
WR,Emeka Egbuka (63798483),Emeka Egbuka,63798483,WR/FLEX,4700,TBD,,9.4
TE,Hunter Henry (48046823),Hunter Henry,48046823,TE/FLEX,3700,TBD,,7.4
DST,Jaguars (6320750),Jaguars,6320750,DST,2000,TBD,JAX,-1.0
RB,James Cook III (21623691),James Cook III,21623691,RB/FLEX,4500,TBD,BUF,9.0
QB,Josh Allen (89393559),Josh Allen,89393559,QB,20100,TBD,BUF,40.58
WR,Kayshon Boutte (36707848),Kayshon Boutte,36707848,WR/FLEX,9200,TBD,,18.5
WR,Keon Coleman (19725534),Keon Coleman,19725534,WR/FLEX,9600,TBD,BUF,19.4
WR,Khalil Shakir (48784776),Khalil Shakir,48784776,WR/FLEX,9200,TBD,BUF,18.6
QB,Lamar Jackson (41532871),Lamar Jackson,41532871,QB,12000,TBD,BAL,24.16
WR,Luther Burden III (54227819),Luther Burden III,54227819,WR/FLEX,8600,TBD,CHI,17.4
TE,Mark Andrews (14007163),Mark Andrews,14007163,TE/FLEX,4400,TBD,BAL,8.8
WR,Mike Evans (65928171),Mike Evans,65928171,WR/FLEX,2400,TBD,,4.8
DST,Patriots (14425376),Patriots,14425376,DST,2000,TBD,,2.0
DST,Ravens (90446464),Ravens,90446464,DST,2000,TBD,BAL,3.0
WR,Rome Odunze (279492),Rome Odunze,279492,WR/FLEX,5100,TBD,CHI,10.3
WR,Stefon Diggs (96149931),Stefon Diggs,96149931,WR/FLEX,22500,TBD,,45.4
WR,Tim Patrick (33291954),Tim Patrick,33291954,WR/FLEX,3000,TBD,JAX,6.1
RB,Travis Etienne Jr. (80531585),Travis Etienne Jr.,80531585,RB/FLEX,6000,TBD,JAX,12.1
RB,TreVeyon Henderson (82871842),TreVeyon Henderson,82871842,RB/FLEX,3100,TBD,,6.3
QB,Trevor Lawrence (65434933),Trevor Lawrence,65434933,QB,17600,TBD,JAX,35.5
WR,Zay Flowers (78789802),Zay Flowers,78789802,WR/FLEX,2000,TBD,BAL,1.4
