Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
QB,Aaron Rodgers (9106040),Aaron Rodgers,9106040,QB,9800,TBD,,19.9
WR,Allen Lazard (19787526),Allen Lazard,19787526,WR/FLEX,8100,TBD,NYJ,16.4
RB,Alvin Kamara (46947590),Alvin Kamara,46947590,RB/FLEX,10300,TBD,NO,20.9
WR,Amon-Ra St. Brown (62585313),Amon-Ra St. Brown,62585313,WR/FLEX,8100,TBD,DET,16.4
WR,Brandin Cooks (63095014),Brandin Cooks,63095014,WR/FLEX,2000,TBD,NO,2.6
RB,Breece Hall (70109088),Breece Hall,70109088,RB/FLEX,4800,TBD,NYJ,9.6
QB,C.J. Stroud (50179052),C.J. Stroud,50179052,QB,12800,TBD,HOU,25.8
WR,Calvin Austin III (36443578),Calvin Austin III,36443578,WR/FLEX,7000,TBD,,14.2
WR,Chris Olave (57915418),Chris Olave,57915418,WR/FLEX,2000,TBD,NO,2.1
WR,Christian Kirk (10724684),Christian Kirk,10724684,WR/FLEX,4400,TBD,HOU,8.9
WR,DK Metcalf (17125846),DK Metcalf,17125846,WR/FLEX,9000,TBD,,18.2
FLEX,Dalton Schultz (35767275),Dalton Schultz,35767275,FLEX,7600,TBD,HOU,15.4
TE,Darnell Washington (99365854),Darnell Washington,99365854,TE/FLEX,2000,TBD,,0.0
WR,Davante Adams (73239694),Davante Adams,73239694,WR/FLEX,3400,TBD,,6.9
RB,David Montgomery (71550441),David Montgomery,71550441,RB/FLEX,3900,TBD,DET,7.8
WR,Garrett Wilson (22171759),Garrett Wilson,22171759,WR/FLEX,4000,TBD,NYJ,8.1
WR,Isaac TeSlaa (84262895),Isaac TeSlaa,84262895,WR/FLEX,2000,TBD,DET,0.0
FLEX,Jahmyr Gibbs (89495367),Jahmyr Gibbs,89495367,FLEX,14700,TBD,DET,29.8
FLEX,Jameson Williams (70457299),Jameson Williams,70457299,FLEX,6600,TBD,DET,13.4
QB,Jared Goff (18164550),Jared Goff,18164550,QB,8500,TBD,DET,17.22
RB,Jaylen Warren (78353721),Jaylen Warren,78353721,RB/FLEX,4600,TBD,,9.3
DST,Jets (41871718),Jets,41871718,DST,4900,TBD,NYJ,10.0
RB,Joe Mixon (70211541),Joe Mixon,70211541,RB/FLEX,2900,TBD,HOU,5.9
TE,Jonnu Smith (86595237),Jonnu Smith,86595237,TE/FLEX,2000,TBD,,1.9
WR,Josh Reynolds (95292588),Josh Reynolds,95292588,WR/FLEX,2000,TBD,NYJ,3.1
QB,Justin Fields (86206989),Justin Fields,86206989,QB,8400,TBD,NYJ,16.9
TE,Juwan Johnson (36313648),Juwan Johnson,36313648,TE/FLEX,7100,TBD,NO,14.4
WR,Kalif Raymond (73565019),Kalif Raymond,73565019,WR/FLEX,2000,TBD,DET,4.0
RB,Kyren Williams (85452494),Kyren Williams,85452494,RB/FLEX,3600,TBD,,7.2
DST,Lions (40160244),Lions,40160244,DST,2000,TBD,DET,1.0
TE,Mason Taylor (95851321),Mason Taylor,95851321,TE/FLEX,3800,TBD,NYJ,7.7
QB,Matthew Stafford (87595487),Matthew Stafford,87595487,QB,5100,TBD,,10.24
FLEX,Nick Chubb (28423313),Nick Chubb,28423313,FLEX,2000,TBD,HOU,0.0
WR,Nico Collins (44653305),Nico Collins,44653305,WR/FLEX,16500,TBD,HOU,33.4
TE,Pat Freiermuth (29964950),Pat Freiermuth,29964950,TE/FLEX,3100,TBD,,6.2
WR,Puka Nacua (29838815),Puka Nacua,29838815,WR/FLEX,6400,TBD,,13.0
DST,Rams (73529652),Rams,73529652,DST,2000,TBD,,3.0
WR,Rashid Shaheed (18510227),Rashid Shaheed,18510227,WR/FLEX,3600,TBD,NO,7.2
FLEX,Roman Wilson (62418279),Roman Wilson,62418279,FLEX,2700,TBD,,5.4
DST,Saints (5216844),Saints,5216844,DST,2500,TBD,NO,5.0
TE,Sam LaPorta (39986733),Sam LaPorta,39986733,TE/FLEX,5200,TBD,DET,10.6
RB,Sione Vaki (70116418),Sione Vaki,70116418,RB/FLEX,2000,TBD,DET,0.0
QB,Spencer Rattler (43606196),Spencer Rattler,43606196,QB,6800,TBD,NO,13.68
DST,Steelers (59296058),Steelers,59296058,DST,2000,TBD,,2.0
WR,Tank Dell (69438177),Tank Dell,69438177,WR/FLEX,2900,TBD,HOU,5.9
FLEX,Taysom Hill (23691056),Taysom Hill,23691056,FLEX,2000,TBD,NO,0.0
DST,Texans (77190329),Texans,77190329,DST,2000,TBD,HOU,0.0
FLEX,Tutu Atwell (25588409),Tutu Atwell,25588409,FLEX,5400,TBD,,10.9
TE,Tyler Higbee (87383441),Tyler Higbee,87383441,TE/FLEX,2900,TBD,,5.9
WR,Xavier Gipson (23290133),Xavier Gipson,23290133,WR/FLEX,2000,TBD,NYJ,1.9
