Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
DST,49ers (35052039),49ers,35052039,DST,4000,TBD,SF,8.0
WR,Brandon Aiyuk (23560882),Brandon Aiyuk,23560882,WR/FLEX,4800,TBD,SF,9.6
QB,Brock Purdy (90558070),Brock Purdy,90558070,QB,8200,TBD,SF,16.66
WR,Calvin Ridley (51676759),Calvin Ridley,51676759,WR/FLEX,2300,TBD,TEN,4.6
QB,Cam Ward (82790082),Cam Ward,82790082,QB,4200,TBD,TEN,8.46
DST,Chiefs (76266455),Chiefs,76266455,DST,2000,TBD,KC,0.0
TE,Chig Okonkwo (37456365),Chig Okonkwo,37456365,TE/FLEX,2000,TBD,TEN,0.0
RB,Christian McCaffrey (40352541),Christian McCaffrey,40352541,RB/FLEX,7400,TBD,SF,14.9
TE,Darren Waller (11538357),Darren Waller,11538357,TE/FLEX,2000,TBD,MIA,0.0
WR,Davante Adams (18178658),Davante Adams,18178658,WR/FLEX,16400,TBD,,33.1
RB,De'Von Achane (43788125),De'Von Achane,43788125,RB/FLEX,7800,TBD,MIA,15.8
FLEX,DeAndre Hopkins (35243504),DeAndre Hopkins,35243504,FLEX,13000,TBD,BAL,26.3
RB,Derrick Henry (66201208),Derrick Henry,66201208,RB/FLEX,5300,TBD,BAL,10.7
DST,Dolphins (35154695),Dolphins,35154695,DST,2000,TBD,MIA,2.0
TE,George Kittle (46472169),George Kittle,46472169,TE/FLEX,6200,TBD,SF,12.5
WR,Hollywood Brown (40238438),Hollywood Brown,40238438,WR/FLEX,9900,TBD,KC,20.1
TE,Isaiah Likely (54236428),Isaiah Likely,54236428,TE/FLEX,2000,TBD,BAL,0.0
RB,Isiah Pacheco (90380278),Isiah Pacheco,90380278,RB/FLEX,3500,TBD,KC,7.0
WR,Jauan Jennings (77486703),Jauan Jennings,77486703,WR/FLEX,6500,TBD,SF,13.2
WR,Jaylen Waddle (13429249),Jaylen Waddle,13429249,WR/FLEX,8200,TBD,MIA,16.6
TE,Julian Hill (35813984),Julian Hill,35813984,TE/FLEX,2000,TBD,MIA,0.0
RB,Justice Hill (95109005),Justice Hill,95109005,RB/FLEX,2000,TBD,BAL,1.4
RB,Kareem Hunt (57339707),Kareem Hunt,57339707,RB/FLEX,2000,TBD,KC,0.0
FLEX,Kyren Williams (90333986),Kyren Williams,90333986,FLEX,7100,TBD,,14.4
QB,Lamar Jackson (87102963),Lamar Jackson,87102963,QB,15100,TBD,BAL,30.52
TE,Mark Andrews (92213828),Mark Andrews,92213828,TE/FLEX,9200,TBD,BAL,18.6
QB,Matthew Stafford (88190993),Matthew Stafford,88190993,QB,13900,TBD,,28.08
WR,Nick Westbrook-Ikhine (86762771),Nick Westbrook-Ikhine,86762771,WR/FLEX,2000,TBD,MIA,1.7
TE,Noah Gray (14430228),Noah Gray,14430228,TE/FLEX,2000,TBD,KC,0.0
QB,Patrick Mahomes (89109168),Patrick Mahomes,89109168,QB,12000,TBD,KC,24.16
WR,Puka Nacua (21257167),Puka Nacua,21257167,WR/FLEX,12100,TBD,,24.4
DST,Rams (64948004),Rams,64948004,DST,2000,TBD,,0.0
WR,Rashee Rice (89406725),Rashee Rice,89406725,WR/FLEX,15900,TBD,KC,32.2
WR,Rashod Bateman (80900549),Rashod Bateman,80900549,WR/FLEX,3500,TBD,BAL,7.1
DST,Ravens (12884161),Ravens,12884161,DST,4000,TBD,BAL,8.0
WR,Ricky Pearsall (39664282),Ricky Pearsall,39664282,WR/FLEX,3400,TBD,SF,6.9
DST,Titans (36628186),Titans,36628186,DST,2000,TBD,TEN,2.0
RB,Tony Pollard (82264477),Tony Pollard,82264477,RB/FLEX,8200,TBD,TEN,16.6
FLEX,Travis Kelce (7805407),Travis Kelce,7805407,FLEX,5500,TBD,KC,11.2
QB,Tua Tagovailoa (19615632),Tua Tagovailoa,19615632,QB,16000,TBD,MIA,32.32
WR,Tutu Atwell (1374889),Tutu Atwell,1374889,WR/FLEX,2000,TBD,,2.5
TE,Tyler Higbee (88403039),Tyler Higbee,88403039,TE/FLEX,7100,TBD,,14.3
WR,Tyler Lockett (68126762),Tyler Lockett,68126762,WR/FLEX,7500,TBD,TEN,15.1
WR,Tyreek Hill (61470474),Tyreek Hill,61470474,WR/FLEX,18700,TBD,MIA,37.8
WR,Van Jefferson (79594422),Van Jefferson,79594422,WR/FLEX,2500,TBD,TEN,5.0
WR,Xavier Worthy (44348356),Xavier Worthy,44348356,WR/FLEX,3700,TBD,KC,7.5
WR,Zay Flowers (50153968),Zay Flowers,50153968,WR/FLEX,7100,TBD,BAL,14.3
