Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Jahmyr Gibbs (40658290),Jahmyr Gibbs,40658290,RB/FLEX,8200,DET@BUF 11/07/2025 12:00PM ET,DET,24.45
RB,Bijan Robinson (40658292),Bijan Robinson,40658292,RB/FLEX,8100,ATL@NO 11/07/2025 04:00PM ET,ATL,20.62
RB,Alvin Kamara (40658294),Alvin Kamara,40658294,RB/FLEX,7700,ATL@NO 11/07/2025 04:00PM ET,NO,16.03
QB,Lamar Jackson (40658278),Lamar Jackson,40658278,QB,7600,NYJ@BAL 11/07/2025 02:00PM ET,BAL,23.43
RB,James Cook III (40658296),James Cook III,40658296,RB/FLEX,7500,DET@BUF 11/07/2025 12:00PM ET,BUF,16.7
WR,Chris Olave (40658334),Chris Olave,40658334,WR/FLEX,7000,ATL@NO 11/07/2025 04:00PM ET,NO,11.17
RB,Breece Hall (40658298),Breece Hall,40658298,RB/FLEX,7000,NYJ@BAL 11/07/2025 02:00PM ET,NYJ,17.77
RB,Derrick Henry (40658300),Derrick Henry,40658300,RB/FLEX,7000,NYJ@BAL 11/07/2025 02:00PM ET,BAL,14.32
QB,Josh Allen (40658279),Josh Allen,40658279,QB,6900,DET@BUF 11/07/2025 12:00PM ET,BUF,22.86
WR,Amon-Ra St. Brown (40658336),Amon-Ra St. Brown,40658336,WR/FLEX,6600,DET@BUF 11/07/2025 12:00PM ET,DET,13.87
QB,Justin Fields (40658280),Justin Fields,40658280,QB,6500,NYJ@BAL 11/07/2025 02:00PM ET,NYJ,23.19
WR,Khalil Shakir (40658338),Khalil Shakir,40658338,WR/FLEX,6400,DET@BUF 11/07/2025 12:00PM ET,BUF,16.16
QB,Jared Goff (40658281),Jared Goff,40658281,QB,6100,DET@BUF 11/07/2025 12:00PM ET,DET,19.83
WR,Drake London (40658340),Drake London,40658340,WR/FLEX,6000,ATL@NO 11/07/2025 04:00PM ET,ATL,9.48
