Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Saquon Barkley (40797162),Saquon Barkley,40797162,RB/FLEX,8800,PHI@PIT 11/18/2025 12:00PM ET,PHI,18.77
QB,Jayden Daniels (40797150),Jayden Daniels,40797150,QB,8000,CLE@WAS 11/18/2025 02:00PM ET,WAS,27.71
QB,Jalen Hurts (40797151),Jalen Hurts,40797151,QB,7900,PHI@PIT 11/18/2025 12:00PM ET,PHI,27.15
WR,DK Metcalf (40797206),DK Metcalf,40797206,WR/FLEX,7900,PHI@PIT 11/18/2025 12:00PM ET,PIT,20.41
RB,Bucky Irving (40797164),Bucky Irving,40797164,RB/FLEX,7400,NYG@TB 11/18/2025 04:00PM ET,TB,18.64
WR,Mike Evans (40797208),Mike Evans,40797208,WR/FLEX,7400,NYG@TB 11/18/2025 04:00PM ET,TB,17.32
WR,Terry McLaurin (40797210),Terry McLaurin,40797210,WR/FLEX,7000,CLE@WAS 11/18/2025 02:00PM ET,WAS,14.51
RB,Jaylen Warren (40797166),Jaylen Warren,40797166,RB/FLEX,6600,PHI@PIT 11/18/2025 12:00PM ET,PIT,17.09
WR,DeVonta Smith (40797212),DeVonta Smith,40797212,WR/FLEX,6600,PHI@PIT 11/18/2025 12:00PM ET,PHI,15.64
QB,Baker Mayfield (40797152),Baker Mayfield,40797152,QB,6400,NYG@TB 11/18/2025 04:00PM ET,TB,23.76
RB,Jerome Ford (40797168),Jerome Ford,40797168,RB/FLEX,6200,CLE@WAS 11/18/2025 02:00PM ET,CLE,19.03
QB,Aaron Rodgers (40797153),Aaron Rodgers,40797153,QB,6200,PHI@PIT 11/18/2025 12:00PM ET,PIT,22.27
WR,Deebo Samuel Sr. (40797214),Deebo Samuel Sr.,40797214,WR/FLEX,6000,CLE@WAS 11/18/2025 02:00PM ET,WAS,12.94
WR,Darius Slayton (40797216),Darius Slayton,40797216,WR/FLEX,5900,NYG@TB 11/18/2025 04:00PM ET,NYG,15.74
RB,Austin Ekeler (40797170),Austin Ekeler,40797170,RB/FLEX,5800,CLE@WAS 11/18/2025 02:00PM ET,WAS,13.89
RB,Tyrone Tracy Jr. (40797172),Tyrone Tracy Jr.,40797172,RB/FLEX,5500,NYG@TB 11/18/2025 04:00PM ET,NYG,12.72
WR,Cedric Tillman (40797218),Cedric Tillman,40797218,WR/FLEX,5500,CLE@WAS 11/18/2025 02:00PM ET,CLE,13.41
QB,Russell Wilson (40797154),Russell Wilson,40797154,QB,5300,NYG@TB 11/18/2025 04:00PM ET,NYG,20.52
QB,Joe Flacco (40797155),Joe Flacco,40797155,QB,5200,CLE@WAS 11/18/2025 02:00PM ET,CLE,19.60
WR,A.J. Brown (40797220),A.J. Brown,40797220,WR/FLEX,5200,PHI@PIT 11/18/2025 12:00PM ET,PHI,12.14
QB,Jaxson Dart (40797156),Jaxson Dart,40797156,QB,5000,NYG@TB 11/18/2025 04:00PM ET,NYG,0
QB,Teddy Bridgewater (40797160),Teddy Bridgewater,40797160,QB,5000,NYG@TB 11/18/2025 04:00PM ET,TB,0
