Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Saquon Barkley (40703130),Saquon Barkley,40703130,RB/FLEX,8600,DEN@PHI 11/10/2025 02:00PM ET,PHI,18.12
QB,Jalen Hurts (40703118),Jalen Hurts,40703118,QB,8000,DEN@PHI 11/10/2025 02:00PM ET,PHI,26.91
QB,Patrick Mahomes (40703119),Patrick Mahomes,40703119,QB,7800,KC@MIN 11/10/2025 12:00PM ET,KC,25.67
RB,Kenneth Walker III (40703132),Kenneth Walker III,40703132,RB/FLEX,7600,SEA@NYG 11/10/2025 04:00PM ET,SEA,20.21
WR,Justin Jefferson (40703174),Justin Jefferson,40703174,WR/FLEX,7400,KC@MIN 11/10/2025 12:00PM ET,MIN,14.13
WR,Rashee Rice (40703176),Rashee Rice,40703176,WR/FLEX,7100,KC@MIN 11/10/2025 12:00PM ET,KC,17.35
WR,DeVonta Smith (40703178),DeVonta Smith,40703178,WR/FLEX,6900,DEN@PHI 11/10/2025 02:00PM ET,PHI,15.81
RB,J.K. Dobbins (40703134),J.K. Dobbins,40703134,RB/FLEX,6600,DEN@PHI 11/10/2025 02:00PM ET,DEN,18.62
RB,Isiah Pacheco (40703136),Isiah Pacheco,40703136,RB/FLEX,6400,KC@MIN 11/10/2025 12:00PM ET,KC,15.74
WR,Courtland Sutton (40703180),Courtland Sutton,40703180,WR/FLEX,6200,DEN@PHI 11/10/2025 02:00PM ET,DEN,13.21
WR,Darius Slayton (40703182),Darius Slayton,40703182,WR/FLEX,6100,SEA@NYG 11/10/2025 04:00PM ET,NYG,16.13
QB,Bo Nix (40703120),Bo Nix,40703120,QB,6000,DEN@PHI 11/10/2025 02:00PM ET,DEN,20.17
RB,Aaron Jones Sr. (40703138),Aaron Jones Sr.,40703138,RB/FLEX,6000,KC@MIN 11/10/2025 12:00PM ET,MIN,13.19
QB,Sam Darnold (40703121),Sam Darnold,40703121,QB,5500,SEA@NYG 11/10/2025 04:00PM ET,SEA,21.16
RB,Tyrone Tracy Jr. (40703140),Tyrone Tracy Jr.,40703140,RB/FLEX,5400,SEA@NYG 11/10/2025 04:00PM ET,NYG,12.97
WR,A.J. Brown (40703184),A.J. Brown,40703184,WR/FLEX,5400,DEN@PHI 11/10/2025 02:00PM ET,PHI,12.11
TE,Travis Kelce (40703242),Travis Kelce,40703242,TE/FLEX,5400,KC@MIN 11/10/2025 12:00PM ET,KC,11.63
QB,Russell Wilson (40703122),Russell Wilson,40703122,QB,5300,SEA@NYG 11/10/2025 04:00PM ET,NYG,20.98
WR,Hollywood Brown (40703186),Hollywood Brown,40703186,WR/FLEX,5200,KC@MIN 11/10/2025 12:00PM ET,KC,15.47
QB,J.J. McCarthy (40703123),J.J. McCarthy,40703123,QB,5100,KC@MIN 11/10/2025 12:00PM ET,MIN,17.85
QB,Jaxson Dart (40703125),Jaxson Dart,40703125,QB,5000,SEA@NYG 11/10/2025 04:00PM ET,NYG,0
QB,Jalen Milroe (40703126),Jalen Milroe,40703126,QB,5000,SEA@NYG 11/10/2025 04:00PM ET,SEA,0
WR,Jaxon Smith-Njigba (40703188),Jaxon Smith-Njigba,40703188,WR/FLEX,5000,SEA@NYG 11/10/2025 04:00PM ET,SEA,7.83
QB,Sam Howell (40703127),Sam Howell,40703127,QB,5000,DEN@PHI 11/10/2025 02:00PM ET,PHI,0
QB,Jarrett Stidham (40703128),Jarrett Stidham,40703128,QB,5000,DEN@PHI 11/10/2025 02:00PM ET,DEN,0
QB,Gardner Minshew II (40703124),Gardner Minshew II,40703124,QB,5000,KC@MIN 11/10/2025 12:00PM ET,KC,0
QB,Carson Wentz (40703129),Carson Wentz,40703129,QB,5000,KC@MIN 11/10/2025 12:00PM ET,MIN,0
